Gene;alias
SNORD87;U87
SNORD88A;HBII-180A
SNORD88B;HBII-180B
SNORD88C;HBII-180C
SNORD89;HBII-289
SNORD90;HBII-295
SNORD91A;HBII-296a
SNORD91B;HBII-296b
SNORD92;HBII-316
SNORD93;HBII-336
SNORD94;U94
SNORD95;U95
SNORD96A;U96a
SNORD96B;U96b
SNORD97;U97
SNORD98;HBII-419
SNORD99;HBII-420
SNORD100;HBII-429
SNORD101;U101
SNORD102;RNU102
SNORD102;U102
SNORD103A;U103
SNORD103B;U103B
SNORD103C;SNORD85
SNORD103C;HBII-251
SNORD104;U104
SNORD105;U105
SNORD107;HBII-436
SNORD108;HBII-437
SNORD109A;HBII-438a
SNORD109B;HBII-438b
SNORD110;HBII-55
SNORD111;HBII-82
SNORD111B;MIR3647
SNORD111B;hsa-mir-3647
SNORD112;14q(0)
SNORD113-1;14q(I-1)
SNORD113-2;14q(I-2)
SNORD113-3;14q(I-3)
SNORD113-4;14q(I-4)
SNORD113-5;14q(I-5)
SNORD113-6;14q(I-6)
SNORD113-7;14q(I-7)
SNORD113-8;14q(I-8)
SNORD113-9;14q(I-9)
SNORD114-1;14q(II-1)
SNORD114-2;14q(II-2)
SNORD114-3;14q(II-3)
SNORD114-4;14q(II-4)
SNORD114-5;14q(II-5)
SNORD114-6;14q(II-6)
SNORD114-7;14q(II-7)
SNORD114-8;14q(II-8)
SNORD114-9;14q(II-9)
SNORD114-10;14q(II-10)
SNORD114-11;14q(II-11)
SNORD114-12;14q(II-12)
SNORD114-13;14q(II-13)
SNORD114-14;14q(II-14)
SNORD114-15;14q(II-15)
SNORD114-16;14q(II-16)
SNORD114-17;14q(II-17)
SNORD114-18;14q(II-18)
SNORD114-19;14q(II-19)
SNORD114-20;14q(II-20)
SNORD114-21;14q(II-21)
SNORD114-22;14q(II-22)
SNORD114-23;14q(II-23)
SNORD114-24;14q(II-24)
SNORD114-25;14q(II-25)
SNORD114-26;14q(II-26)
SNORD114-27;14q(II-27)
SNORD114-28;14q(II-28)
SNORD114-29;14q(II-29)
SNORD114-30;14q(II-30)
SNORD114-31;14q(II-31)
SNORD114@;14q(II)
SNORD115-1;HBII-52-1
SNORD115-2;HBII-52-2
SNORD115-3;HBII-52-3
SNORD115-4;HBII-52-4
SNORD115-5;HBII-52-5
SNORD115-6;HBII-52-6
SNORD115-7;HBII-52-7
SNORD115-8;HBII-52-8
SNORD115-9;HBII-52-9
SNORD115-10;HBII-52-10
SNORD115-11;HBII-52-11
SNORD115-12;HBII-52-12
SNORD115-13;HBII-52-13
SNORD115-14;HBII-52-14
SNORD115-15;HBII-52-15
SNORD115-16;HBII-52-16
SNORD115-17;HBII-52-17
SNORD115-18;HBII-52-18
SNORD115-19;HBII-52-19
SNORD115-20;HBII-52-20
SNORD115-21;HBII-52-21
SNORD115-22;HBII-52-22
SNORD115-23;HBII-52-23
SNORD115-24;HBII-52-24
SNORD115-25;HBII-52-25
SNORD115-26;HBII-52-26
SNORD115-27;HBII-52-27
SNORD115-28;HBII-52-28
SNORD115-29;HBII-52-29
SNORD115-30;HBII-52-30
SNORD115-31;HBII-52-31
SNORD115-32;HBII-52-32
SNORD115-33;HBII-52-33
SNORD115-34;HBII-52-34
SNORD115-35;HBII-52-35
SNORD115-36;HBII-52-36
SNORD115-37;HBII-52-37
SNORD115-38;HBII-52-38
SNORD115-39;HBII-52-39
SNORD115-40;HBII-52-40
SNORD115-41;HBII-52-41
SNORD115-42;HBII-52-42
SNORD115-43;HBII-52-43
SNORD115-44;HBII-52-44
SNORD115-45;HBII-52-45
SNORD115-45;SNORD115-48
SNORD115-46;HBII-52-46
SNORD115-47;HBII-52-47
SNORD115-48;HBII-52-48
SNORD115@;HBII-52
SNORD116-1;HBII-85-1
SNORD116-2;HBII-85-2
SNORD116-3;HBII-85-3
SNORD116-4;HBII-85-4
SNORD116-5;HBII-85-5
SNORD116-6;HBII-85-6
SNORD116-7;HBII-85-7
SNORD116-8;HBII-85-8
SNORD116-9;HBII-85-9
SNORD116-10;HBII-85-10
SNORD116-11;HBII-85-11
SNORD116-12;HBII-85-12
SNORD116-13;HBII-85-13
SNORD116-14;HBII-85-14
SNORD116-15;HBII-85-15
SNORD116-16;HBII-85-16
SNORD116-17;HBII-85-17
SNORD116-18;HBII-85-18
SNORD116-19;HBII-85-19
SNORD116-20;HBII-85-20
SNORD116-21;HBII-85-21
SNORD116-22;HBII-85-22
SNORD116-23;HBII-85-23
SNORD116-24;HBII-85-24
SNORD116-25;HBII-85-25
SNORD116-26;HBII-85-26
SNORD116-27;HBII-85-27
SNORD116-28;HBII-85-28
SNORD116-29;HBII-85-29
SNORD116-30;HBII-85-30
SNORD116@;PWCR1
SNORD116@;HBII-85
SNORD116@;PET1
SNORD117;U83
SNORD118;U8
SNORD126;MIR1201
SNORD126;MIRN1201
SNORD126;hsa-mir-1201
SNORD128;ZL43
SNORD133;ZL42
SNORD133;ggn68
SNORD134;ZL12
SNORD135;ZL2
SNORD136;ZL26
SNORD138;MIR3607
SNORD138;hsa-mir-3607
SNORD142;SNORA85
SNORD142;SNORD174
SNORD142;ZL68
SNORD143;SNORA96
SNORD143;SNORD171
SNORD143;ZL5
SNORD144;SNORA97
SNORD144;ZL6
SNPH;bA314N13.5
SNRK;FLJ20224
SNRK;HSNFRK
SNRK;KIAA0096
SNRNP25;C16orf33
SNRNP25;U11/U12-25K
SNRNP27;RY1
SNRNP27;U4/U6.U5-27K
SNRNP35;U1SNRNPBP
SNRNP40;WDR57
SNRNP40;PRP8BP
SNRNP40;SPF38
SNRNP40;PRPF8BP
SNRNP40;HPRP8BP
SNRNP48;C6orf151
SNRNP48;FLJ32234
SNRNP48;dJ512B11.2
SNRNP48;dJ336K20B.1
SNRNP70;RNPU1Z
SNRNP70;RPU1
SNRNP70;SNRP70
SNRNP70;U1-70K
SNRNP70;Snp1
SNRNP200;ASCC3L1
SNRNP200;RP33
SNRNP200;U5-200KD
SNRNP200;HELIC2
SNRNP200;KIAA0788
SNRNP200;BRR2
SNRPA;U1A
SNRPA;U1-A
SNRPA;Mud1
SNRPA1;Lea1
SNRPB;SNRPB1
SNRPB;COD
SNRPB;SmB/SmB'
SNRPB;Sm-B/B'
SNRPB;snRNP-B
SNRPB2;Msl1
SNRPB2;U2B''
SNRPC;U1-C
SNRPC;Yhc1
SNRPD1;SNRPD
SNRPD1;HsT2456
SNRPD1;Sm-D1
SNRPD2;SNRPD1
SNRPD2;Sm-D2
SNRPD2P1;SNRPD2P
SNRPD2P1;bA478K7.1
SNRPD3;SMD3
SNRPD3;Sm-D3
SNRPE;Sm-E
SNRPEP2;SNRPEL1
SNRPEP2;bA390F4.4
SNRPF;Sm-F
SNRPFP1;dJ1041C10.2
SNRPG;Sm-G
SNRPGP1;SNRPGP
SNRPGP2;HsT2742
SNRPN;PWCR
SNRPN;SMN
SNRPN;SM-D
SNRPN;HCERN3
SNRPN;SNRNP-N
SNRPN;SNURF-SNRPN
SNRPN;RT-LI
SNTA1;SNT1
SNTA1;TACIP1
SNTA1;LQT12
SNTB1;SNT2B1
SNTB1;59-DAP
SNTB1;A1B
SNTB1;BSYN2
SNTB1;TIP-43
SNTB1;SNT2
SNTB2;SNT2B2
SNTB2;SNTL
SNTB2;D16S2531E
SNTB2;EST25263
SNTB2;SNT3
SNTG1;SYN4
SNTG1;G1SYN
SNTG2;SYN5
SNTG2;G2SYN
SNTN;FLJ44379
SNTN;S100AL
SNU13;SSFA1
SNU13;NHP2L1
SNU13;FA-1
SNU13;SPAG12
SNU13;SNRNP15-5
SNU13;15.5K
SNUPN;RNUT1
SNUPN;SNURPORTIN-1
SNUPN;Snurportin1
SNURFL;CXorf19
SNW1;SKIIP
SNW1;NCoA-62
SNW1;SKIP
SNW1;Prp45
SNW1;PRPF45
SNW1;Bx42
SNX1;SNX1A
SNX1;MGC8664
SNX1;HsT17379
SNX1;Vps5
SNX3;Grd19
SNX4;ATG24B
SNX8;Mvp1
SNX9;SH3PX1
SNX9;SDP1
SNX9;SH3PXD3A
SNX13;RGS-PX1
SNX13;KIAA0713
SNX14;RGS-PX2
SNX17;KIAA0064
SNX18;SNAG1
SNX18;SH3PX2
SNX18;SH3PXD3B
SNX18P5;SNX18P6
SNX19;KIAA0254
SNX19;CHET8
SNX19P1;SNX19P
SNX20;SLIC-1
SNX20;SLIC1
SNX21;C20orf161
SNX21;dJ337O18.4
SNX21;SNX-L
SNX22;FLJ13952
SNX24;SBBI31
SNX25;SBBI31
SNX27;MY014
SNX27;KIAA0488
SNX27;MGC20471
SNX29;RUNDC2A
SNX29;FLJ12363
SNX29P1;RUNDC2B
SNX29P2;RUNDC2C
SNX30;ATG24A
SNX31;MGC39715
SNX32;SNX6B
SNX32;FLJ30934
SNX33;SH3PX3
SNX33;MGC32065
SNX33;SH3PXD3C
SNX33;SNX30
SOAT1;SOAT
SOAT1;STAT
SOAT1;ACAT
SOAT2;ACAT2
SOBP;FLJ10159
SOCS1;SOCS-1
SOCS1;SSI-1
SOCS1;JAB
SOCS1;TIP3
SOCS1;Cish1
SOCS2;STATI2
SOCS2;SSI2
SOCS2;SOCS-2
SOCS2;SSI-2
SOCS2;CIS2
SOCS2;Cish2
SOCS3;SSI-3
SOCS3;CIS3
SOCS3;SOCS-3
SOCS3;Cish3
SOCS4;SOCS7
SOCS5;KIAA0671
SOCS5;SOCS-5
SOCS5;CIS6
SOCS5;CISH6
SOCS5;Cish5
SOCS6;SOCS4
SOCS6;CIS4
SOCS6;SSI4
SOCS6;HSPC060
SOCS6;STATI4
SOCS6;STAI4
SOCS6;Cish4
SOCS7;NAP4
SOCS7;NCKAP4
SOD1;ALS
SOD1;ALS1
SOD1;IPOA
SOD3;EC-SOD
SOGA1;C20orf117
SOGA1;KIAA0889
SOGA1;dJ132F21.1
SOGA1;FLJ44670
SOGA1;SOGA
SOGA3;C6orf174
SOGA3;dJ403A15.3
SOHLH1;C9orf157
SOHLH1;NOHLH
SOHLH1;TEB2
SOHLH1;bA100C15.3
SOHLH1;bHLHe80
SOHLH1;SPATA27
SOHLH2;FLJ20449
SOHLH2;TEB1
SOHLH2;bHLHe81
SOHLH2;SPATA28
SON;C21orf50
SON;DBP-5
SON;NREBP
SON;KIAA1019
SON;BASS1
SON;FLJ21099
SON;FLJ33914
SORBS1;SH3D5
SORBS1;FLJ12406
SORBS1;CAP
SORBS1;sh3p12
SORBS1;ponsin
SORBS1;KIAA1296
SORBS2;ARGBP2
SORBS2;KIAA0777
SORBS3;SCAM-1
SORBS3;SH3D4
SORBS3;vinexin
SORCS1;sorCS1
SORCS2;KIAA1329
SORCS3;KIAA1059
SORCS3;SORCS
SORL1;C11orf32
SORL1;gp250
SORL1;LR11
SORL1;LRP9
SORL1;SorLA
SORL1;SorLA-1
SORT1;Gp95
SORT1;NT3
SOS1;GINGF
SOS1;HGF
SOS1;GF1
SOST;VBCH
SOST;DAND6
SOSTDC1;DKFZp564D206
SOSTDC1;USAG1
SOSTDC1;DAND7
SOWAHA;ANKRD43
SOWAHB;ANKRD56
SOWAHC;C2orf26
SOWAHC;ANKRD57
SOWAHC;FLJ21870
SOWAHD;ANKRD58
SOX2-OT;SOX2OT
SOX2-OT;DKFZp761J1324
SOX2-OT;NCRNA00043
SOX3;PHP
SOX5;L-SOX5
SOX5;MGC35153
SOX5P1;SOX5P
SOX5P1;SOX29
SOX9;CMD1
SOX9;CMPD1
SOX9;SRA1
SOX9-AS1;FLJ37644
SOX10;DOM
SOX10;WS4
SOX10;WS2E
SOX12;SOX22
SOX13;Sox-13
SOX13;ICA12
SOX13;MGC117216
SOX14;SOX28
SOX15;SOX20
SOX15;SOX27
SOX15;SOX26
SOX21;SOX25
SP2;KIAA0048
SP3;SPR-2
SP4;SPR-1
SP4;HF1B
SP4;MGC130008
SP4;MGC130009
SP6;KLF14
SP6;Epfn
SP7;osterix
SP7;OSX
SP9;ZNF990
SP110;IFI41
SP110;IFI75
SP140;LYSP100-B
SP140;LYSP100-A
SPA17;SP17
SPA17;CT22
SPA17P1;Sp17-2
SPAAR;LINC00961
SPAAR;SPAR
SPACA1;SAMP32
SPACA3;ALLP17
SPACA3;SLLP1
SPACA3;LYC3
SPACA3;LYZL3
SPACA3;CT54
SPACA4;SAMP14
SPACA5;SLLP2
SPACA5;LYZL5
SPACA5;LYC5
SPACA5;UNQ6288
SPACA5;dJ54B20.3
SPACA5;PNPK6288
SPACA5B;LYZL5B
SPACA6;NCRNA00085
SPACA6;LINC00085
SPACA6;SPACA6P
SPACA6;LET7EH
SPACA6P-AS;LINC01129
SPACA7;C13orf28
SPACA9;C9orf9
SPACA9;Mast
SPAG1;SP75
SPAG1;FLJ32920
SPAG1;HSD-3.8
SPAG1;TPIS
SPAG1;CT140
SPAG1;CILD28
SPAG4;SUN4
SPAG4;CT127
SPAG5;DEEPEST
SPAG5;MAP126
SPAG5;hMAP126
SPAG6;Repro-SA-1
SPAG6;pf16
SPAG6;CT141
SPAG7;FSA-1
SPAG7;ACRP
SPAG7;MGC20134
SPAG8;hSMP-1
SPAG8;HSD-1
SPAG8;BS-84
SPAG8;SPAG3
SPAG8;CT142
SPAG9;HSS
SPAG9;SYD1
SPAG9;KIAA0516
SPAG9;MGC14967
SPAG9;MGC74461
SPAG9;MGC117291
SPAG9;JLP
SPAG9;PHET
SPAG9;HLC4
SPAG9;FLJ13450
SPAG9;FLJ14006
SPAG9;FLJ26141
SPAG9;FLJ34602
SPAG9;CT89
SPAG9;JIP4
SPAG9;JIP-4
SPAG9;PIG6
SPAG11A;HE2
SPAG11A;EDDM2A
SPAG11B;HE2
SPAG11B;EP2
SPAG11B;EP2C
SPAG11B;EP2D
SPAG11B;EDDM2B
SPAG16;PF20
SPAG16;FLJ22724
SPAG16;DKFZp666P1710
SPAG16;WDR29
SPAG17;FLJ34497
SPAG17;PF6
SPAG17;RP4-776P7.2
SPAG17;CT143
SPAM1;HYAL5
SPAM1;PH-20
SPAM1;SPAG15
SPANXA1;SPANX
SPANXA1;NAP-X
SPANXA1;SPAN-Xa
SPANXA1;SPAN-Xb
SPANXA1;CT11.1
SPANXA2;SPANX
SPANXA2-OT1;CXorf18
SPANXA2-OT1;FLJ36186
SPANXB1;SPANXB2
SPANXB1;SPANXF1
SPANXB1;SPANXF2
SPANXB1;CT11.2
SPANXC;CTp11
SPANXC;CT11.3
SPANXD;SPANXE
SPANXD;CT11.4
SPANXN1;SPANX-N1
SPANXN1;CT11.6
SPANXN2;SPANX-N2
SPANXN2;CT11.7
SPANXN3;SPANX-N3
SPANXN3;CT11.8
SPANXN4;SPANX-N4
SPANXN4;CT11.9
SPANXN5;SPANX-N5
SPANXN5;CT11.10
SPARC;ON
SPARCL1;MAST9
SPAST;SPG4
SPAST;FSP2
SPAST;ADPSP
SPAST;KIAA1083
SPATA1;SP-2
SPATA2;KIAA0757
SPATA2;PD1
SPATA2;tamo
SPATA2;PPP1R145
SPATA2L;C16orf76
SPATA2L;MGC26885
SPATA2L;tamo
SPATA3;TSARG1
SPATA4;TSARG2
SPATA4;SPEF1B
SPATA5;SPAF
SPATA5;AFG2
SPATA5L1;MGC5347
SPATA5L1;FLJ12286
SPATA6;SRF1
SPATA6;FLJ10007
SPATA6;SRF-1
SPATA6L;C9orf68
SPATA6L;FLJ10058
SPATA7;LCA3
SPATA7;HSD3
SPATA8;MGC44294
SPATA9;NYD-SP16
SPATA9;FLJ35906
SPATA13;FLJ31208
SPATA13;ARHGEF29
SPATA16;NYD-SP12
SPATA17;IQCH
SPATA18;FLJ32906
SPATA19;FLJ25851
SPATA19;spergen1
SPATA19;SPAS1
SPATA19;CT132
SPATA20;FLJ21347
SPATA20;SSP411
SPATA20;Tisp78
SPATA21;spergen-2
SPATA21;spergen2
SPATA22;NYD-SP20
SPATA24;T6441
SPATA24;CCDC161
SPATA25;C20orf165
SPATA25;dJ337O18.8
SPATA25;TSG23
SPATA31A1;C9orf36
SPATA31A1;FAM75A1
SPATA31A1;SPATA31A2
SPATA31A1;FAM75A2
SPATA31A1;DKFZP434B204
SPATA31A1;C9orf36A
SPATA31A3;FAM75A3
SPATA31A3;OTTHUMG00000013164
SPATA31A3;DKFZp434B204
SPATA31A5;FAM75A5
SPATA31A5;OTTHUMG00000013204
SPATA31A6;FAM75A6
SPATA31A6;OTTHUMG00000013224
SPATA31A7;FAM75A7
SPATA31A7;SPATA31A4
SPATA31A7;FAM75A4
SPATA31B1P;C9orf36B
SPATA31B1P;FAM75B
SPATA31B1P;SPATA31B1
SPATA31B1P;bA388B24.2
SPATA31C1;FAM75C1
SPATA31C1;FLJ36055
SPATA31C2;FAM75C2
SPATA31C2;DKFZP434M131
SPATA31D1;FAM75D1
SPATA31D1;FLJ46321
SPATA31D2P;FAM75D2P
SPATA31D3;FAM75D3
SPATA31D3;FLJ44082
SPATA31D4;FAM75D4
SPATA31D4;FLJ43859
SPATA31D5P;FAM75D5
SPATA31D5P;FLJ43950
SPATA31D5P;FAM75D5P
SPATA31E1;C9orf79
SPATA31E1;FAM75E1
SPATA31E1;FLJ35866
SPATA31E2P;FAM75E2P
SPATA31E3P;FAM75E3P
SPATA32;C17orf46
SPATA32;TEX34
SPATA32;FLJ25414
SPATA32;AEP2
SPATA32;VAD1.2
SPATA33;C16orf55
SPATA33;FLJ31606
SPATA41;FLJ42289
SPATA41;HSD47
SPATA42;SRG7
SPATA42;AKNAD1-AS1
SPATA45;C1orf227
SPATA45;LOC149643
SPATA46;C1orf111
SPATC1;MGC61633
SPATC1;SPATA15
SPATC1;SPERIOLIN
SPATC1L;C21orf56
SPATS1;SPATA8
SPATS1;FLJ25442
SPATS1;SRSP1
SPATS2;SPATA10
SPATS2;SCR59
SPATS2;FLJ13117
SPATS2L;DNAPTP6
SPATS2L;SGNP
SPC24;SPBC24
SPC24;FLJ90806
SPC25;SPBC25
SPC25;MGC22228
SPC25;AD024
SPCS1;SPC12
SPCS1;HSPC033
SPCS1;YJR010C-A
SPCS1;SPC1
SPCS2;KIAA0102
SPCS2P1;SPCS2P
SPCS3;FLJ22649
SPCS3;SPC22/23
SPCS3;SPC3
SPCS3;YLR066W
SPCS3;PRO3567
SPDEF;PDEF
SPDEF;bA375E1.3
SPDL1;CCDC99
SPDL1;FLJ20364
SPDL1;hSpindly
SPDYA;SPDY1
SPDYA;SPY1
SPDYA;Ringo3
SPDYC;Ringo2
SPDYE1;WBSCR19
SPDYE1;Ringo1
SPDYE1;SPDYE
SPDYE2;MGC119295
SPECC1;HCMOGT-1
SPECC1;FLJ36955
SPECC1;NSP
SPECC1;CYTSB
SPECC1L;KIAA0376
SPECC1L;CYTSA
SPEF1;C20orf28
SPEF1;DKFZP434I114
SPEF1;SPEF1A
SPEF1;CLAMP
SPEF2;KPL2
SPEF2;FLJ23577
SPEF2;CT122
SPEG;APEG1
SPEG;MGC12676
SPEG;KIAA1297
SPEG;SPEGalpha
SPEG;SPEGbeta
SPEG;BPEG
SPEM1;C17orf83
SPEM1;FLJ40081
SPEN;KIAA0929
SPEN;MINT
SPEN;SHARP
SPEN;RBM15C
SPERT;NURIT
SPERT;CBY2
SPESP1;SP-ESP
SPG7;CMAR
SPG7;CAR
SPG7;SPG5C
SPG11;KIAA1840
SPG11;FLJ21439
SPG20;KIAA0610
SPG20;TAHCCP1
SPG20-AS1;C13orf43
SPG20-AS1;SPG20OS
SPG21;ACP33
SPG21;GL010
SPG21;BM-019
SPG21;MAST
SPG32;SPG29
SPHK1;SPHK
SPHKAP;SKIP
SPI1;PU.1
SPI1;SPI-A
SPI1;OF
SPI1;SFPI1
SPI1;SPI-1
SPIB;SPI-B
SPIC;MGC40611
SPIC;SPI-C
SPICE1;CCDC52
SPICE1;SPICE
SPIDR;KIAA0146
SPIN1;SPIN
SPIN1;TDRD24
SPIN2A;SPIN2
SPIN2A;DXF34
SPIN2A;TDRD25
SPIN2B;SPIN-2
SPIN2B;TDRD26
SPIN3;TDRD27
SPIN4;FLJ44984
SPIN4;TDRD28
SPINK1;Spink3
SPINK1;PCTT
SPINK1;PSTI
SPINK1;TATI
SPINK2;HUSI-II
SPINK4;PEC-60
SPINK4;MGC133107
SPINK5;VAKTI
SPINK5;LEKTI
SPINK5;LETKI
SPINK5;NETS
SPINK5;NS
SPINK5;FLJ21544
SPINK5;FLJ97536
SPINK5;FLJ97596
SPINK5;FLJ99794
SPINK5;DKFZp686K19184
SPINK6;MGC21394
SPINK6;UNQ844
SPINK6;BUSI2
SPINK7;ECG2
SPINK7;ECRG2
SPINK13;SPINK5L3
SPINK13;LiESP6
SPINK13;HESPINTOR
SPINK13;MGC149260
SPINK14;SPINK5L2
SPINT1;HAI
SPINT1;MANSC2
SPINT1-AS1;RP11-532F12.5
SPINT2;Kop
SPINT2;HAI-2
SPINT3;HKIB9
SPINT4;C20orf137
SPINT4;dJ601O1.1
SPINT5P;C20orf168
SPINT5P;dJ447F3.6
SPIRE1;spir-1
SPIRE1;KIAA1135
SPIRE2;spir-2
SPIRE2;KIAA1832
SPN;LSN
SPN;CD43
SPN;GPL115
SPNS1;HSpin1
SPNS1;nrs
SPNS1;SPINL
SPNS1;PP2030
SPNS1;SPIN1
SPNS1;LAT
SPNS3;MGC29671
SPO11;CT35
SPO11;SPATA43
SPO11;TOPVIA
SPOCD1;FLJ25348
SPOCD1;PPP1R146
SPOCK1;TIC1
SPOCK1;SPOCK
SPOCK1;testican-1
SPOCK2;KIAA0275
SPOCK2;testican-2
SPOCK3;testican-3
SPON1;KIAA0762
SPON1;f-spondin
SPON1-AS1;RP11-21
SPON1-AS1;L19.1
SPON2;DIL1
SPOP;TEF2
SPOP;BTBD32
SPOPL;BTBD33
SPOUT1;C9orf114
SPOUT1;HSPC109
SPOUT1;CENP-32
SPP1;BNSP
SPP1;OPN
SPP1;BSPI
SPP1;ETA-1
SPP2;SPP24
SPPL2A;IMP3
SPPL2A;PSL2
SPPL2B;IMP4
SPPL2B;PSL1
SPPL2B;KIAA1532
SPPL2C;IMP5
SPPL3;IMP2
SPPL3;PSL4
SPPL3;MGC90402
SPPL3;MGC126674
SPPL3;MGC126676
SPPL3;DKFZP586C1324
SPR;SDR38C1
SPRED1;FLJ33903
SPRED1;PPP1R147
SPRED2;Spred-2
SPRED2;FLJ21897
SPRED2;FLJ31917
SPRN;Shadoo
SPRN;Sprn
SPRN;bA108K14.1
SPRN;FLJ41197
SPRNP1;FLJ44653
SPRR1B;SPRR1
SPRR1B;GADD33
SPRTN;C1orf124
SPRTN;DKFZP547N043
SPRTN;Spartan
SPRTN;DVC1
SPRY1;hSPRY1
SPRY2;hSPRY2
SPRY3;HSPRY3
SPRY4-IT1;SPRIGHTLY
SPRYD3;FLJ14800
SPRYD4;DKFZp686N0877
SPRYD7;C13orf1
SPRYD7;CLLD6
SPSB1;SSB-1
SPSB2;GRCC9
SPSB2;SSB-2
SPSB3;C16orf31
SPSB3;SSB-3
SPSB4;SSB-4
SPTA1;EL2
SPTBN2;SCA5
SPTBN4;SPTBN3
SPTBN4;KIAA1642
SPTBN5;HUSPECV
SPTBN5;BSPECV
SPTBN5;HUBSPECV
SPTLC1;HSN1
SPTLC1;LCB1
SPTLC1;SPTI
SPTLC1;HSAN1
SPTLC1;hLCB1
SPTLC2;KIAA0526
SPTLC2;LCB2
SPTLC2;LCB2A
SPTLC2;hLCB2a
SPTLC3;C20orf38
SPTLC3;SPTLC2L
SPTLC3;LCB2B
SPTLC3;FLJ11112
SPTLC3;hLCB2b
SPTSSA;C14orf147
SPTSSA;ssSPTa
SPTSSB;C3orf57
SPTSSB;ADMP
SPTSSB;ssSPTb
SPTY2D1;FLJ39441
SPTY2D1;DKFZp686I068
SPTY2D1;Spt2
SPX;C12orf39
SPX;MGC10946
SPX;NPQ
SPX;spexin
SPZ1;NYD-TSP1
SPZ1;FLJ25709
SPZ1;PPP1R148
SQRDL;CGI-44
SQRDL;SQR
SQRDL;SQOR
SQSTM1;PDB3
SQSTM1;OSIL
SQSTM1;p62
SQSTM1;p60
SQSTM1;p62B
SQSTM1;A170
SRA1;SRA
SRA1;STRAA1
SRBD1;FLJ10379
SRC;SRC1
SRC;ASV
SRC;c-src
SRCAP;KIAA0309
SRCAP;EAF1
SRCAP;SWR1
SRCAP;DOMO1
SRCIN1;SNIP
SRCIN1;p140Cap
SRCIN1;KIAA1684
SRD5A1P1;SRD5AP1
SRD5A3;FLJ13352
SRD5A3;SRD5A2L
SRD5A3;SRD5A2L1
SREBF1;SREBP1
SREBF1;bHLHd1
SREBF1;SREBP-1c
SREBF1;SREBP1a
SREBF2;SREBP2
SREBF2;bHLHd2
SREK1;SFRS12
SREK1;DKFZp564B176
SREK1;SRrp86
SREK1;SRrp508
SREK1IP1;SFRS12IP1
SREK1IP1;FLJ36754
SREK1IP1;P18SRP
SRF;MCM1
SRFBP1;FLJ25286
SRFBP1;p49
SRFBP1;STRAP
SRFBP1;BUD22
SRFBP1;Rlb1
SRGAP1;KIAA1304
SRGAP1;ARHGAP13
SRGAP2;FNBP2
SRGAP2;KIAA0456
SRGAP2;ARHGAP34
SRGAP2;SRGAP2A
SRGAP2B;SRGAP2P2
SRGAP2C;SRGAP2P1
SRGAP3;SRGAP2
SRGAP3;KIAA0411
SRGAP3;MEGAP
SRGAP3;WRP
SRGAP3;ARHGAP14
SRGN;PRG
SRGN;PRG1
SRGN;PPG
SRIP1;SRIL
SRM;SRML1
SRM;SPS1
SRMP1;dJ1057D4.1
SRMS;C20orf148
SRMS;SRM
SRMS;dJ697K14.1
SRMS;PTK70
SRP9P1;SRP9L1
SRP14;ALURBP
SRP14;MGC14326
SRP68P1;SRPSMCR
SRP68P2;SRPSMCR
SRP68P3;SRPSMCR
SRP72P2;dJ274L14.2
SRPK1;SFRSK1
SRPK2;SFRSK2
SRPK2P;SRPK2ps
SRPK3;STK23
SRPK3;MSSK1
SRPRA;SRPR
SRPRA;SRP-alpha
SRPRA;Sralpha
SRPRA;SR-alpha
SRPRB;APMCF1
SRPRB;SR-beta
SRPX;ETX1
SRPX2;SRPUL
SRR;ILV1
SRR;ISO1
SRRD;HC/HCC
SRRD;SRR1L
SRRM1;SRM160
SRRM1;POP101
SRRM1;MGC39488
SRRM1P1;SRRM1L
SRRM1P1;SRRM1P
SRRM2;SRm300
SRRM2;SRL300
SRRM2;KIAA0324
SRRM2;Cwc21
SRRM3;FLJ37078
SRRM4;KIAA1853
SRRM4;nSR100
SRRT;Asr2
SRRT;serrate
SRRT;ARS2
SRSF1;SFRS1
SRSF1;ASF
SRSF1;SF2
SRSF1;SRp30a
SRSF1;SF2p33
SRSF1;MGC5228
SRSF2;SFRS2
SRSF2;SC-35
SRSF2;SC35
SRSF2;PR264
SRSF2;SFRS2A
SRSF3;SFRS3
SRSF3;SRp20
SRSF4;SFRS4
SRSF4;SRP75
SRSF5;SFRS5
SRSF5;SRP40
SRSF5;HRS
SRSF6;SFRS6
SRSF6;SRP55
SRSF6;B52
SRSF7;SFRS7
SRSF7;9G8
SRSF7;ZCRB2
SRSF7;HSSG1
SRSF7;AAG3
SRSF7;RBM37
SRSF7;ZCCHC20
SRSF8;SFRS2B
SRSF8;SRP46
SRSF9;SFRS9
SRSF9;SRp30c
SRSF9P1;SFRS9P1
SRSF10;FUSIP2
SRSF10;FUSIP1
SRSF10;SFRS13A
SRSF10;TASR1
SRSF10;TASR2
SRSF10;SRp38
SRSF10;SRrp40
SRSF10;SFRS13
SRSF10;PPP1R149
SRSF10P1;FUSIP1P
SRSF10P1;SFRS13AP1
SRSF10P1;HsT2687
SRSF10P2;FUSIP1P2
SRSF10P2;SFRS13AP2
SRSF11;SFRS11
SRSF11;p54
SRSF11;NET2
SRSF12;SFRS13B
SRSF12;SRrp35
SRSF12;SFRS19
SRXN1;C20orf139
